Sentence #	Word	Tag
Sentence: 30	listesini	O
Sentence: 30	ve	O
Sentence: 30	maliyetlerini	O
Sentence: 30	bildirin.	O
Sentence: 31	ücret	O
Sentence: 31	kodu	O
Sentence: 31	y	B-fare_basis_code
Sentence: 31	ne	O
Sentence: 31	anlama	O
Sentence: 31	geliyor	B-fare_basis_code
Sentence: 32	phoenix'te	B-city_name
Sentence: 32	kara	O
Sentence: 32	taşımacılığı	O
Sentence: 33	tamam,	O
Sentence: 33	bir	O
Sentence: 33	uçuşun	O
Sentence: 33	united	B-airline_name
Sentence: 33	havayolu	I-airline_name
Sentence: 33	şirketi	O
Sentence: 33	tarafından	O
Sentence: 33	San	B-toloc.city_name
Sentence: 33	Francisco'ya	O
Sentence: 33	uçuşu	O
Sentence: 33	hangi	O
Sentence: 33	uçağa	O
Sentence: 33	bıraktığını	O
Sentence: 33	söyleyebilir	O
Sentence: 33	misin	O
Sentence: 34	sonraki	B-depart_date.date_relative
Sentence: 34	çarşamba	B-depart_date.day_name
Sentence: 34	öğlen	B-depart_time.time
Sentence: 34	sonra	B-depart_date.date_relative
Sentence: 34	ayrılan	O
Sentence: 34	denver	B-fromloc.city_name
Sentence: 34	san	B-toloc.city_name
Sentence: 34	francisco'ye	O
Sentence: 34	olan	O
Sentence: 34	tüm	O
Sentence: 34	uçuşları	O
Sentence: 34	göster	O
Sentence: 35	Atlanta'dan	B-fromloc.city_name
Sentence: 35	San	B-toloc.city_name
Sentence: 35	Francisco'ya	O
Sentence: 35	giden	O
Sentence: 35	bir	O
Sentence: 35	uçuş	O
Sentence: 35	var	O
Sentence: 35	mı?	O
Sentence: 36	amerikan	B-airline_name
Sentence: 36	havayolları	I-airline_name
Sentence: 36	için	O
Sentence: 36	atlanta	B-city_name
Sentence: 36	kalkış	O
Sentence: 36	ve	O
Sentence: 36	varışlarını	O
Sentence: 36	göster	O
Sentence: 37	aynı	B-depart_date.date_relative
Sentence: 37	gün	O
Sentence: 37	içinde	O
Sentence: 37	Boston'dan	B-fromloc.city_name
Sentence: 37	atlanta'ya	B-toloc.city_name
Sentence: 37	en	B-flight_mod
Sentence: 37	erken	I-flight_mod
Sentence: 37	uçuşu	O
Sentence: 37	buldum	O
Sentence: 37	ve	O
Sentence: 37	atlanta'dan	B-toloc.city_name
Sentence: 37	boston'a	B-fromloc.city_name
Sentence: 37	son	B-flight_mod
Sentence: 37	dönüşü	O
Sentence: 37	bul	O
Sentence: 38	Çarşamba	B-depart_date.day_name
Sentence: 38	veya	B-or
Sentence: 38	perşembe	B-depart_date.day_name
Sentence: 38	sabahları	B-depart_time.period_of_day
Sentence: 38	milwaukee'den	B-fromloc.city_name
Sentence: 38	orlando'ya	B-toloc.city_name
Sentence: 38	uçmak	O
Sentence: 38	istiyorum	O
Sentence: 39	Her	O
Sentence: 39	iki	O
Sentence: 39	sırada	O
Sentence: 39	da	O
Sentence: 39	pittsburgh	B-toloc.city_name
Sentence: 39	ve	B-fromloc.city_name
Sentence: 39	atlanta	B-toloc.city_name
Sentence: 39	giden	O
Sentence: 39	denver	B-fromloc.city_name
Sentence: 39	kökenli	O
Sentence: 39	bir	O
Sentence: 39	uçuş	O
Sentence: 39	istiyorum	O
Sentence: 40	Bana	O
Sentence: 40	dallas	B-fromloc.city_name
Sentence: 40	-	O
Sentence: 40	atlanta	B-toloc.city_name
Sentence: 40	uçuşlarını	O
Sentence: 40	göster	O
Sentence: 41	denver	B-fromloc.city_name
Sentence: 41	şehrinden	O
Sentence: 41	san	B-toloc.city_name
Sentence: 41	francisco	I-toloc.city_name
Sentence: 41	şehrine	O
Sentence: 41	uçuşlar	O
Sentence: 42	Boston'dan	B-fromloc.city_name
Sentence: 42	denver'a	B-toloc.city_name
Sentence: 42	uçmanın	O
Sentence: 42	maliyeti	O
Sentence: 42	nedir	O
Sentence: 43	bana	O
Sentence: 43	san	B-fromloc.city_name
Sentence: 43	jose'den	O
Sentence: 43	atıştırmalık	B-meal_description
Sentence: 43	servis	O
Sentence: 43	yapan	O
Sentence: 43	pittsburgh'a	B-toloc.city_name
Sentence: 43	ilk	B-flight_mod
Sentence: 43	uçuşu	O
Sentence: 43	göster	O
Sentence: 44	Bana	O
Sentence: 44	denver'den	B-fromloc.city_name
Sentence: 44	atlanta'ya	B-toloc.city_name
Sentence: 44	gidiş	B-round_trip
Sentence: 44	dönüş	I-round_trip
Sentence: 44	yolculuk	O
Sentence: 44	eder	O
Sentence: 44	misin?	O
Sentence: 45	Boston’dan	B-fromloc.city_name
Sentence: 45	645’de	B-depart_time.time
Sentence: 45	çıkıp,	O
Sentence: 45	Washington’a	B-toloc.city_name
Sentence: 45	gidiyorum.	O
Sentence: 46	atlanta'nın	B-toloc.city_name
Sentence: 46	havaalanına	O
Sentence: 46	bütün	O
Sentence: 46	uçuşlar	O
Sentence: 46	nedir	O
Sentence: 47	Bana	O
Sentence: 47	cuma	B-depart_date.day_name
Sentence: 47	günü	O
Sentence: 47	atlanta	B-fromloc.city_name
Sentence: 47	den	B-toloc.city_name
Sentence: 47	denver	I-toloc.city_name
Sentence: 47	uçuşları	O
Sentence: 47	göster	O
Sentence: 48	qx	B-fare_basis_code
Sentence: 48	kodunun	O
Sentence: 48	anlamı	O
Sentence: 48	ne	O
Sentence: 49	twington	O
Sentence: 49	uçuş	O
Sentence: 49	-	O
Sentence: 49	philadelphia	B-toloc.city_name
Sentence: 49	arası	O
Sentence: 49	bilgi	O
Sentence: 49	istiyorum	O
Sentence: 50	Hangi	O
Sentence: 50	havayolları	O
Sentence: 50	boston'dan	B-fromloc.city_name
Sentence: 50	washington	B-toloc.city_name
Sentence: 50	dc'ye	B-toloc.state_code
Sentence: 50	uçar,	O
Sentence: 50	ancak	O
Sentence: 50	başka	O
Sentence: 50	bir	O
Sentence: 50	şehirde	O
Sentence: 50	mola	O
Sentence: 50	verir	O
Sentence: 51	Oakland'da	B-city_name
Sentence: 51	kara	O
Sentence: 51	taşımacılığı	O
Sentence: 52	san	B-fromloc.city_name
Sentence: 52	francisco	I-fromloc.city_name
Sentence: 52	-	O
Sentence: 52	denver	B-toloc.city_name
Sentence: 52	uçak	O
Sentence: 52	bileti	O
Sentence: 53	bir	O
Sentence: 53	pazartesi,	B-depart_date.day_name
Sentence: 53	san	B-fromloc.city_name
Sentence: 53	francisco	I-fromloc.city_name
Sentence: 53	ile	O
Sentence: 53	pittsburgh	B-toloc.city_name
Sentence: 53	arasındaki	O
Sentence: 53	tüm	O
Sentence: 53	uçuşları	O
Sentence: 53	göster	O
Sentence: 54	Boston'dan	B-fromloc.city_name
Sentence: 54	ayrılmaya	O
Sentence: 54	son	B-flight_mod
Sentence: 54	uçuş	O
Sentence: 54	nedir?	O
Sentence: 55	tamam	O
Sentence: 55	cleveland'den	B-fromloc.city_name
Sentence: 55	dallas'a	B-toloc.city_name
Sentence: 55	uçuşta	O
Sentence: 55	kullanılan	O
Sentence: 55	uçak	O
Sentence: 55	tipini	O
Sentence: 55	bilmek	O
Sentence: 55	istiyorum	O
Sentence: 55	lütfen	O
Sentence: 56	lütfen	O
Sentence: 56	bana	O
Sentence: 56	yirmi	B-depart_date.day_number
Sentence: 56	sekizinci	O
Sentence: 56	saatte	O
Sentence: 56	Las	B-fromloc.city_name
Sentence: 56	Vegas'tan	O
Sentence: 56	Detroit'e	B-toloc.city_name
Sentence: 56	uçuşları	O
Sentence: 56	göster	O
Sentence: 57	hangi	O
Sentence: 57	havayollarının	O
Sentence: 57	st.	B-fromloc.city_name
Sentence: 57	petersburg'dan	O
Sentence: 57	milwaukee'ye	B-toloc.city_name
Sentence: 57	ve	O
Sentence: 57	milwaukee'den	B-toloc.city_name
Sentence: 57	tacoma'ya	I-toloc.city_name
Sentence: 58	Boston'da	B-fromloc.city_name
Sentence: 58	başlayıp	O
Sentence: 58	dallas	B-toloc.city_name
Sentence: 58	fort	I-toloc.city_name
Sentence: 58	worthsine	O
Sentence: 58	inen	O
Sentence: 58	bir	O
Sentence: 58	uçağa	O
Sentence: 58	binmek	O
Sentence: 58	istiyorum	O
Sentence: 58	ama	O
Sentence: 58	Philadelphia'ya	B-stoploc.city_name
Sentence: 58	gitmek	O
Sentence: 58	istiyorum.	O
Sentence: 59	bana	O
Sentence: 59	yarın	B-depart_date.today_relative
Sentence: 59	en	B-flight_mod
Sentence: 59	erken	I-flight_mod
Sentence: 59	uçuşunu	O
Sentence: 59	bana	O
Sentence: 59	st.	B-fromloc.city_name
Sentence: 59	Petersburg	I-fromloc.city_name
Sentence: 59	-	O
Sentence: 59	Milwaukee	B-toloc.city_name
Sentence: 60	denver'a	B-fromloc.city_name
Sentence: 60	milwaukee'den	B-toloc.city_name
Sentence: 60	Amerikan	B-airline_name
Sentence: 60	havayolları	I-airline_name
Sentence: 61	Boston'dan	B-fromloc.city_name
Sentence: 61	washington'a	B-toloc.city_name
Sentence: 61	öğle	B-depart_time.time
Sentence: 61	saatlerinde	B-depart_time.time_relative
Sentence: 61	hangi	O
Sentence: 61	uçuşların	O
Sentence: 61	mevcut	O
Sentence: 61	olduğu	O
Sentence: 61	Boston'dan	B-fromloc.city_name
Sentence: 61	washington'a	B-toloc.city_name
Sentence: 61	öğle	B-depart_time.time
Sentence: 61	saatlerinde	B-depart_time.time_relative
Sentence: 61	hangi	O
Sentence: 61	uçuşların	O
Sentence: 61	uygun	O
Sentence: 61	olduğu	O
Sentence: 62	Philadelphia'dan	B-fromloc.city_name
Sentence: 62	Boston'a	B-toloc.city_name
Sentence: 62	dönüş	O
Sentence: 62	uçuşuna	O
Sentence: 62	ihtiyacım	O
Sentence: 62	var	O
Sentence: 63	denver	B-stoploc.city_name
Sentence: 63	durağı	O
Sentence: 63	olan	O
Sentence: 63	northwest	B-airline_name
Sentence: 63	uçuşları	O
Sentence: 64	baltimore	B-fromloc.city_name
Sentence: 64	den	O
Sentence: 64	dallas'a	B-toloc.city_name
Sentence: 64	birinci	B-class_type
Sentence: 64	sınıf	I-class_type
Sentence: 64	bilet	O
Sentence: 64	ücreti	O
Sentence: 64	nedir	O
Sentence: 65	Bana	O
Sentence: 65	Toronto'dan	B-fromloc.city_name
Sentence: 65	San	B-toloc.city_name
Sentence: 65	Diego'ya	O
Sentence: 65	uçan	O
Sentence: 65	havayollarını	O
Sentence: 65	söyler	O
Sentence: 65	misiniz	O
Sentence: 66	memphis'ten	B-fromloc.city_name
Sentence: 66	cincinnati'ye	B-toloc.city_name
Sentence: 66	haziran	B-depart_date.month_name
Sentence: 66	otuzuncu	B-depart_date.day_number
Sentence: 66	günü	O
Sentence: 66	yapılan	O
Sentence: 66	en	B-flight_mod
Sentence: 66	erken	I-flight_mod
Sentence: 66	uçuş	O
Sentence: 66	nedir	O
Sentence: 67	Bana	O
Sentence: 67	Dallas'tan	B-fromloc.city_name
Sentence: 67	Houston'a	B-toloc.city_name
Sentence: 67	aktarmasız	B-flight_stop
Sentence: 67	uçuşları	O
Sentence: 67	göster	O
Sentence: 68	bana	O
Sentence: 68	dallas'tan	B-fromloc.city_name
Sentence: 68	baltimore'a	B-toloc.city_name
Sentence: 68	ekonomi	B-economy
Sentence: 68	ücretlerini	O
Sentence: 68	göster	O
Sentence: 69	washington'dan	B-fromloc.city_name
Sentence: 69	pittsburgh'a	B-toloc.city_name
Sentence: 69	kadar	O
Sentence: 69	yirminci	B-depart_date.day_number
Sentence: 69	Ağustos'ta	B-depart_date.month_name
Sentence: 69	continental	B-airline_name
Sentence: 69	havayollarında	O
Sentence: 69	uçuş	O
Sentence: 69	yapmak	O
Sentence: 69	istiyorum	O
Sentence: 70	çarşamba	B-depart_date.day_name
Sentence: 70	günü	O
Sentence: 70	denver'den	B-fromloc.city_name
Sentence: 70	washington	B-toloc.city_name
Sentence: 70	dc	B-toloc.state_code
Sentence: 70	nonstop'a	O
Sentence: 70	uçmanız	O
Sentence: 70	var	O
Sentence: 70	mı	O
Sentence: 71	ewr	B-airport_code
Sentence: 71	nedir	O
Sentence: 72	Boston'a	B-fromloc.city_name
Sentence: 72	San	B-toloc.city_name
Sentence: 72	Francisco'ya	O
Sentence: 72	uçmak	O
Sentence: 72	istiyorum.	O
Sentence: 73	Hangi	O
Sentence: 73	uçuş	O
Sentence: 73	akşamları	B-depart_time.period_of_day
Sentence: 73	yirmi	B-depart_date.day_number
Sentence: 73	yedinci	I-depart_date.day_number
Sentence: 73	Ağustos'ta	B-depart_date.month_name
Sentence: 73	atlanta	B-toloc.city_name
Sentence: 73	için	O
Sentence: 73	dallas	B-fromloc.city_name
Sentence: 73	bırakır	O
Sentence: 74	çarşamba	B-depart_date.day_name
Sentence: 74	sabahı	B-depart_time.period_of_day
Sentence: 74	baltimore	B-fromloc.city_name
Sentence: 74	ile	O
Sentence: 74	newark	B-toloc.city_name
Sentence: 75	Bana	O
Sentence: 75	dallas	B-fromloc.city_name
Sentence: 75	-	O
Sentence: 75	pittsburgh	B-toloc.city_name
Sentence: 75	uçuşlarını	O
Sentence: 75	göster	O
Sentence: 76	saat	O
Sentence: 76	23:	B-arrive_time.time
Sentence: 76	00’den	O
Sentence: 76	sonra	B-arrive_time.time_relative
Sentence: 76	Chicago’da	B-toloc.city_name
Sentence: 76	continental	B-airline_name
Sentence: 76	hangi	O
Sentence: 76	uçuşlar	O
Sentence: 76	var?	O
Sentence: 77	delta	B-airline_name
Sentence: 77	boston	B-fromloc.city_name
Sentence: 77	ve	O
Sentence: 77	san	B-toloc.city_name
Sentence: 77	francisco	I-toloc.city_name
Sentence: 77	arasındaki	O
Sentence: 77	en	B-cost_relative
Sentence: 77	düşük	I-cost_relative
Sentence: 77	maliyetli	O
Sentence: 77	bilet	O
Sentence: 77	ne	O
Sentence: 77	kadar	O
Sentence: 78	Boston'dan	B-fromloc.city_name
Sentence: 78	San	B-toloc.city_name
Sentence: 78	Francisco'ya	O
Sentence: 78	gitmek	O
Sentence: 78	istiyorum.	O
Sentence: 79	pittsburgh'dan	B-fromloc.city_name
Sentence: 79	philadelphia'ye	B-toloc.city_name
Sentence: 79	gidiş-dönüş	B-round_trip
Sentence: 79	uçak	O
Sentence: 79	bileti,	O
Sentence: 79	1000	B-fare_amount
Sentence: 79	dolardan	O
Sentence: 79	az	B-cost_relative
Sentence: 80	Herhangi	O
Sentence: 80	bir	O
Sentence: 80	havayolunun	O
Sentence: 80	pittsburgh	B-fromloc.city_name
Sentence: 80	ve	O
Sentence: 80	baltimore	B-toloc.city_name
Sentence: 80	arasında	O
Sentence: 80	bir	O
Sentence: 80	jet	O
Sentence: 80	uçağı	O
Sentence: 80	var	O
Sentence: 80	mı?	O
Sentence: 81	mco	B-airport_code
Sentence: 81	nedir	O
Sentence: 82	gelecek	B-depart_date.date_relative
Sentence: 82	cumartesi	B-depart_date.day_name
Sentence: 82	new	B-fromloc.state_name
Sentence: 82	Jersey'den	O
Sentence: 82	ontario	B-toloc.airport_name
Sentence: 82	uluslararası	I-toloc.airport_name
Sentence: 82	uçuşlarına	O
Sentence: 82	uçuşları	O
Sentence: 82	göster	O
Sentence: 83	dallas	B-fromloc.city_name
Sentence: 83	fort	I-fromloc.city_name
Sentence: 83	worthsinden	O
Sentence: 83	philadelphia'ye	B-toloc.city_name
Sentence: 83	uçmak	O
Sentence: 83	istiyorum	O
Sentence: 84	Bana	O
Sentence: 84	new	B-fromloc.city_name
Sentence: 84	york	I-fromloc.city_name
Sentence: 84	city	I-fromloc.city_name
Sentence: 84	ile	O
Sentence: 84	las	B-toloc.city_name
Sentence: 84	vegas	I-toloc.city_name
Sentence: 84	arasındaki	O
Sentence: 84	uçuşları	O
Sentence: 84	göster	O
Sentence: 85	atlanta	B-fromloc.airport_name
Sentence: 85	havaalanından	O
Sentence: 85	atlanta	B-fromloc.airport_name
Sentence: 85	şehrine	O
Sentence: 85	gitmek	O
Sentence: 85	ne	O
Sentence: 85	kadar	O
Sentence: 85	sürer?	O
Sentence: 86	dallas	B-fromloc.city_name
Sentence: 86	-	O
Sentence: 86	baltimore	B-toloc.city_name
Sentence: 86	arasında	O
Sentence: 86	tüm	O
Sentence: 86	birinci	B-class_type
Sentence: 86	sınıf	I-class_type
Sentence: 86	fiyatları	O
Sentence: 86	göster	O
Sentence: 87	San	B-fromloc.city_name
Sentence: 87	Francisco	I-fromloc.city_name
Sentence: 87	ile	O
Sentence: 87	Boston	B-toloc.city_name
Sentence: 87	arasında	O
Sentence: 87	bir	O
Sentence: 87	yolculuk	O
Sentence: 87	var	O
Sentence: 87	mı?	O
Sentence: 88	san	B-city_name
Sentence: 88	francisco	I-city_name
Sentence: 88	karayolu	O
Sentence: 88	taşıma	O
Sentence: 88	bilgilerini	O
Sentence: 88	göster	O
Sentence: 89	baltimore	B-fromloc.city_name
Sentence: 89	şehrinden	O
Sentence: 89	san	B-toloc.city_name
Sentence: 89	francisco	I-toloc.city_name
Sentence: 89	şehrine	O
Sentence: 89	ucuz	B-flight_mod
Sentence: 89	bir	O
Sentence: 89	uçuşa	O
Sentence: 89	ihtiyacı	O
Sentence: 89	var	O
Sentence: 90	Boston'dan	B-fromloc.city_name
Sentence: 90	oakland'e	B-toloc.city_name
Sentence: 90	kahvaltı	B-meal_description
Sentence: 90	servis	O
Sentence: 90	eden	O
Sentence: 90	en	B-flight_mod
Sentence: 90	erken	I-flight_mod
Sentence: 90	uçuşu	O
Sentence: 90	bul	O
Sentence: 91	philadelphia'den	B-fromloc.city_name
Sentence: 91	dallas'a	B-toloc.city_name
Sentence: 91	san	I-toloc.city_name
Sentence: 91	francisco'ya	O
Sentence: 91	uçmak	O
Sentence: 91	isterim	O
Sentence: 92	atlanta'dan	B-fromloc.city_name
Sentence: 92	baltimore'e	B-toloc.city_name
Sentence: 92	bütün	O
Sentence: 92	doğrudan	B-connect
Sentence: 92	uçuşları	O
Sentence: 92	göster	O
Sentence: 93	Houston'dan	B-fromloc.city_name
Sentence: 93	San	B-toloc.city_name
Sentence: 93	Jose'ye	O
Sentence: 93	Son	B-flight_mod
Sentence: 93	Uçuşlar	O
Sentence: 94	New	O
Sentence: 94	York'tan	O
Sentence: 94	Pazar'a	B-arrive_date.day_name
